proof,name,type,token
ginagamit kumita 1 milyon wag magpahuli httpgtgtjlcom,False,work,"['ginagamit', 'kumita', '1', 'milyon', 'wag', 'magpahuli', 'httpgtgtjlcom']"
note simcard no won php73000000 frm san miguel corp 4 info dtailstxt nameaddageoccupationim secrudy  valdez dti3202s20,False,casino/gambling,"['NOTE', 'simcard', 'no', 'won', 'php73000000', 'frm', 'san', 'miguel', 'corp', '4', 'info', 'dtailstxt', 'nameaddageoccupationim', 'secRUDY', 'VALDEZ', 'Dti3202s20']"
best online csino with247 cah inout httppbgamingpicsbfd sign 1ooo get 1ooo,False,casino/gambling,"['Best', 'Online', 'Csino', 'With247', 'Cah', 'InOut', 'httppbgamingpicsBFd', 'Sign', '1OOO', 'Get', '1OOO']"
uae job alert send your resume to infoismailnasirshippingcom for application,False,work,"['UAE', 'JOB', 'ALERT', 'SEND', 'YOUR', 'RESUME', 'TO', 'infoismailnasirshippingcom', 'FOR', 'APPLICATION']"
will income 240 700 pesos promoting products need pay fees completing basic tasks httpskikixecom,False,work,"['will', 'income', '240', '700', 'pesos', 'promoting', 'products', 'need', 'pay', 'fees', 'completing', 'basic', 'tasks', 'httpskikixecom']"
talk now xjmuangmailcom,False,online activity,"['talk', 'now', 'xjmuangmailcom']"
talk now juliansantosxgmailcom,False,online activity,"['talk', 'now', 'juliansantosxgmailcom']"
earn extra 30005000 every day recruit staff online flexible working hours locations please contact httpswame639774051291,False,work,"['earn', 'extra', '30005000', 'every', 'day', 'recruit', 'staff', 'online', 'flexible', 'working', 'hours', 'locations', 'please', 'contact', 'httpswame639774051291']"
parcel ready delivery confirm shipping details check here guhjesmejgkvlro,False,online activity,"['parcel', 'ready', 'delivery', 'confirm', 'shipping', 'details', 'check', 'here', 'guhjesmeJGKvlro']"
see you reply to mastjohn586gmailcom,False,online activity,"['see', 'you', 'reply', 'to', 'mastjohn586gmailcom']"
back email now mtvgxxgmailcom,False,online activity,"['back', 'email', 'now', 'mtvgxxgmailcom']"
sms pass my full name pidn b04796 a3adults comorbidity dalhinballpen valid id med certclearance reseta 1st dose covid19 bakuna 972021 8am2pm pacita astrodome reply confirm rc vei07a,False,,"['SMS', 'PASS', 'MY', 'FULL', 'NAME', 'PIDN', 'B04796', 'A3adults', 'comorbidity', 'dalhinballpen', 'valid', 'id', 'med', 'certclearance', 'reseta', '1st', 'dose', 'covid19', 'bakuna', '972021', '8am2pm', 'pacita', 'astrodome', 'reply', 'confirm', 'rc', 'VEI07A']"
urgentkindly contact luis_garryyahoocom,False,online activity,"['URGENTkindly', 'contact', 'luis_garryyahoocom']"
if you really got my textlet me know in nancyflores41hotmailcom urgent,False,online activity,"['IF', 'YOU', 'REALLY', 'GOT', 'MY', 'TEXTLET', 'ME', 'KNOW', 'IN', 'nancyflores41hotmailcom', 'urgent']"
ang unang deposito arawaraw karagdagang benepisyo hinihintay httpfdsv03org,False,bank/money,"['Ang', 'unang', 'deposito', 'arawaraw', 'karagdagang', 'benepisyo', 'hinihintay', 'httpfdsv03org']"
magrehistro ngayn meron 100 cash back hangang 5ooophp httpbettingpicsjsk wln 100m with 247 csh inout,False,others,"['magrehistro', 'ngayn', 'meron', '100', 'CASH', 'back', 'hangang', '5OOOPHP', 'httpbettingpicsJsK', 'WlN', '100M', 'WITH', '247', 'CSH', 'INOUT']"
winning number 6fbjyou won 850200usd 2022 qatar fifa worldcup prize award contact cruz ttttimcogmailcom claim prize,False,casino/gambling,"['Winning', 'Number', '6FBJYou', 'won', '850200USD', '2022', 'Qatar', 'FIFA', 'WorldCup', 'Prize', 'award', 'Contact', 'Cruz', 'ttttimcogmailcom', 'claim', 'Prize']"
attached proof tab,False,work,"['attached', 'PROOF', 'tab']"
attached proof tab,False,casino/gambling,"['attached', 'PROOF', 'tab']"
pakiusap pakikuntak si mr gerald email geraldleugyahoocom meron siyang mahalagang sasabinhin sayo maraming salamat,False,online activity,"['pakiusap', 'pakikuntak', 'si', 'mr', 'gerald', 'email', 'geraldleugyahoocom', 'meron', 'siyang', 'mahalagang', 'sasabinhin', 'sayo', 'maraming', 'salamat']"
do wish live work abroad vacancies available kindly contact email now details rp247568gmailcom,False,work,"['Do', 'wish', 'live', 'work', 'ABROAD', 'Vacancies', 'available', 'kindly', 'contact', 'Email', 'now', 'details', 'rp247568gmailcom']"
makakatanggap 5000 cash pumunta website ito bitlyget5kblog  click google ads makikita anong page site,False,others,"['Makakatanggap', '5000', 'cash', 'Pumunta', 'website', 'ito', 'bitlyget5kblog', 'click', 'google', 'ads', 'makikita', 'anong', 'page', 'site']"
hello back via robertforsch1gmailcom important,False,online activity,"['Hello', 'back', 'via', 'Robertforsch1gmailcom', 'important']"
complete namered envelope dumating na pinduin kunin 10 http9dv1t8com,False,others,"['Complete', 'NameRed', 'envelope', 'dumating', 'na', 'pinduin', 'kunin', '10', 'http9dv1t8com']"
kulang sahod magrehistro saakin makakuha 600p httpaq63xicom,False,,"['Kulang', 'sahod', 'magrehistro', 'saakin', 'makakuha', '600p', 'httpaq63xicom']"
is reach rhr1700egmailcom,False,online activity,"['Is', 'reach', 'rhr1700egmailcom']"
hawis999gmailcom pls contact email urgent number going,False,online activity,"['hawis999gmailcom', 'pls', 'contact', 'email', 'urgent', 'number', 'going']"
free daily 588p247 online platf0rmcockf1ghtinglive cas1n0 slots f1shing  moreweb httpsbitlylb17dhdy,False,casino/gambling,"['FREE', 'DAILY', '588P247', 'online', 'platf0rmCOCKF1GHTINGLIVE', 'CAS1N0', 'SLOTS', 'F1SHING', 'MOREweb', 'httpsbitlyLb17dHdy']"
no1 onlne casn0 pinaka trusted patform pinas meron daily b0nus biis mg cash inout 247 httppcplatcom,False,casino/gambling,"['No1', 'ONLNE', 'CASN0', 'pinaka', 'trusted', 'patform', 'Pinas', 'meron', 'daily', 'b0nus', 'biis', 'mg', 'cash', 'inout', '247', 'httppcplatcom']"
narito sikat bagong platform sayoang wplus mayroong 5500 bonus 3 deposito qtf18jza0vy w3npl5scomm3y3m3n,False,casino/gambling,"['Narito', 'Sikat', 'bagong', 'Platform', 'sayoAng', 'Wplus', 'mayroong', '5500', 'bonus', '3', 'deposito', 'QTF18jZa0VY', 'w3npl5scomM3y3m3n']"
0kada onine casno pinaka trusted platform pinas meron daily bonus bilis mg cash inout 247 httpsbitly3rb4pyj,False,casino/gambling,"['0kada', 'Onine', 'CASNO', 'pinaka', 'trusted', 'platform', 'Pinas', 'meron', 'daily', 'bonus', 'bilis', 'mg', 'cash', 'inout', '247', 'httpsbitly3Rb4pyJ']"
maswerteng pili saf2rxfqyl8 makakuha libreng slot game bonus libreng 3000 bonus iclaim upang makapaglaro manalo ti4yougamecomm3lig3y3ngp3gd3t1ng,False,casino/gambling,"['maswerteng', 'pili', 'SaF2rxfQYl8', 'makakuha', 'libreng', 'Slot', 'game', 'bonus', 'libreng', '3000', 'bonus', 'Iclaim', 'upang', 'makapaglaro', 'manalo', 'ti4yougamecomM3lig3y3ngP3gd3t1ng']"
salary business loan avail promo 30kto2m for fast transaction call,False,casino/gambling,"['Salary', 'Business', 'Loan', 'Avail', 'promo', '30kto2M', 'For', 'Fast', 'transaction', 'Call']"
goodam po musta napo baka pwede akong amningil,False,casino/gambling,"['Goodam', 'po', 'musta', 'napo', 'Baka', 'pwede', 'akong', 'amningil']"
enmar fboss nanalo 600 pesos bonus pindot kunin httpgcxvd2nycom,False,casino/gambling,"['ENMAR', 'FBoss', 'nanalo', '600', 'pesos', 'bonus', 'pindot', 'kunin', 'httpgcxvd2nycom']"
please fail everything contact here gregrds37gmailcom,False,online activity,"['Please', 'fail', 'everything', 'contact', 'here', 'gregrds37gmailcom']"
bitly3g6du7n,False,online activity,['bitly3G6DU7N']
bitly8ucnbod,False,online activity,['bitly8UCnboD']
important notice we are informing you that we already forwarded your name for blacklisting you will be banned to all lending companies and banks if you still refuse to repay expect the demand letter to your home address to avoid this kindly pay in full your overdue today,False,others,"['IMPORTANT', 'NOTICE', 'WE', 'ARE', 'INFORMING', 'YOU', 'THAT', 'WE', 'ALREADY', 'FORWARDED', 'YOUR', 'NAME', 'FOR', 'BLACKLISTING', 'YOU', 'WILL', 'BE', 'BANNED', 'TO', 'ALL', 'LENDING', 'COMPANIES', 'AND', 'BANKS', 'IF', 'YOU', 'STILL', 'REFUSE', 'TO', 'REPAY', 'EXPECT', 'THE', 'DEMAND', 'LETTER', 'TO', 'YOUR', 'HOME', 'ADDRESS', 'TO', 'AVOID', 'THIS', 'KINDLY', 'PAY', 'IN', 'FULL', 'YOUR', 'OVERDUE', 'TODAY']"
httpbettingpicsjsk,False,bank/money,['httpbettingpicsJsK']
mentioned name  screenshot  know put,True,casino/gambling,"['Mentioned', 'name', 'screenshot', 'know', 'put']"
text message hello beloved please kindly reply on my email urgently brettflanaggmailcom,False,online activity,"['TEXT', 'MESSAGE', 'HELLO', 'BELOVED', 'PLEASE', 'KINDLY', 'REPLY', 'ON', 'MY', 'EMAIL', 'URGENTLY', 'brettflanaggmailcom']"
,False,others,[]
httpfdsv09info,False,free,['httpfdsv09info']
luckyphilcomlogin,False,casino/gambling,['luckyphilcomlogin']
httpt6m681com,False,casino/gambling,['httpt6m681com']
the professional slot machine betting platform philippines httpsuperwinpicsix5 slot machine battle lucky 30000php bonus everyday,False,others,"['The', 'professional', 'slot', 'machine', 'betting', 'platform', 'Philippines', 'httpsuperwinpicsiX5', 'slot', 'machine', 'battle', 'lucky', '30000PHP', 'bonus', 'everyday']"
httpsbitlyhd4zmy5l,False,casino/gambling,['httpsbitlyHd4zMy5l']
luckyphilcomlogin,False,casino/gambling,['luckyphilcomlogin']
httpt6m681com,False,casino/gambling,['httpt6m681com']
httpfdsv11info,False,casino/gambling,['httpfdsv11info']
httpfdsv02email,False,bank/money,['httpfdsv02email']
httptaccmp5hcom,False,others,['httptaccmp5hcom']
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
the popular filipino  asino 247 immediate cash inout register now get 5000php free 5000php httppbgamingxyzlcr win 1 million now,False,casino/gambling,"['The', 'popular', 'Filipino', 'asino', '247', 'Immediate', 'Cash', 'InOut', 'Register', 'Now', 'Get', '5000PHP', 'FREE', '5000PHP', 'httppbgamingxyzlCr', 'WIN', '1', 'Million', 'NOW']"
the popular filipino  asino 247 immediate cash inout register now get 5000php free 5000php httppbgamingxyzlcr win 1 million now,False,casino/gambling,"['The', 'popular', 'Filipino', 'asino', '247', 'Immediate', 'Cash', 'InOut', 'Register', 'Now', 'Get', '5000PHP', 'FREE', '5000PHP', 'httppbgamingxyzlCr', 'WIN', '1', 'Million', 'NOW']"
good news isa ka sa pwedeng manalo ng higit sa isang milyong piso sa paglalaro idownload na httpphpoceanscom,False,casino/gambling,"['GOOD', 'NEWS', 'ISA', 'KA', 'SA', 'PWEDENG', 'MANALO', 'NG', 'HIGIT', 'SA', 'ISANG', 'MILYONG', 'PISO', 'SA', 'PAGLALARO', 'IDOWNLOAD', 'NA', 'httpphpoceanscom']"
name sikreto natulungan yumaman maraming tao halika dito http931ccxcom,False,others,"['NAME', 'Sikreto', 'natulungan', 'yumaman', 'maraming', 'tao', 'halika', 'dito', 'http931ccxcom']"
full name nakaindicate yung surname initials na,False,others,"['Full', 'name', 'nakaindicate', 'Yung', 'surname', 'initials', 'na']"
hottest online games poker slots p5ooo bonus everday httpscuttlymlvofke 247 immediate cash inout,False,casino/gambling,"['hottest', 'online', 'games', 'poker', 'slots', 'P5OOO', 'bonus', 'everday', 'httpscuttlyMLVOFKE', '247', 'Immediate', 'Cash', 'InOut']"
your 60370 points will expire july 31 2022 convert p600 prepaid just dial 1001o95579860556001 then press call,False,others,"['Your', '60370', 'Points', 'will', 'Expire', 'JULY', '31', '2022', 'CONVERT', 'P600', 'Prepaid', 'Just', 'Dial', '1001O95579860556001', 'Then', 'Press', 'CALL']"
beloved contact email thanks gdabeg2468outlookcom,False,work,"['Beloved', 'contact', 'email', 'thanks', 'gdabeg2468outlookcom']"
welcome bonus 201 get 201 1001 get 1001 5000 get 5000 247 immediate cash inout more httpsreurlcc55jxoq,False,bank/money,"['WELCOME', 'BONUS', '201', 'GET', '201', '1001', 'GET', '1001', '5000', 'GET', '5000', '247', 'Immediate', 'Cash', 'InOut', 'More', 'httpsreurlcc55jXOq']"
from pcso draw coordinator mr ariel de ocampo tayaan 3dlotto 131 400pesos target 600pesos rambol tawag agad pgkatpos mkataya,False,casino/gambling,"['From', 'PCSO', 'Draw', 'coordinator', 'Mr', 'ARIEL', 'DE', 'OCAMPO', 'Tayaan', '3DLOTTO', '131', '400pesos', 'target', '600pesos', 'rambol', 'Tawag', 'agad', 'pgkatpos', 'mkataya']"
buddy try luck here 26m jackpot prize you might next millionaire register now free 60p luckyphilcomlogin will sabong soon,False,free,"['Buddy', 'Try', 'luck', 'here', '26M', 'JACKPOT', 'PRIZE', 'You', 'might', 'next', 'millionaire', 'Register', 'now', 'FREE', '60P', 'luckyphilcomlogin', 'will', 'SABONG', 'Soon']"
smscastercom good day there good news you kindly contact onmatthewlittle76hotmailcom,False,others,"['SMSCastercom', 'Good', 'day', 'There', 'good', 'news', 'you', 'Kindly', 'contact', 'onmatthewlittle76hotmailcom']"
full name not gcashlahat ginagamit kumita 1 milyon wag magpahuli httpgjgtjlcom,False,casino/gambling,"['Full', 'Name', 'not', 'GCashLahat', 'ginagamit', 'kumita', '1', 'milyon', 'wag', 'magpahuli', 'httpgjgtjlcom']"
full gcash namewag magpaiwan sabay sabay idownload bilisan kunin 10 http931ccxcom,False,casino/gambling,"['Full', 'GCash', 'NameWag', 'magpaiwan', 'sabay', 'sabay', 'idownload', 'bilisan', 'kunin', '10', 'http931ccxcom']"
need cash meron ka bang fully paid na car truck sangla your original orcr into cash wout taking  unit starting 088 monthly look for cherry 09338184029,False,casino/gambling,"['NEED', 'CASH', 'Meron', 'Ka', 'Bang', 'FULLY', 'PAID', 'NA', 'CAR', 'TRUCK', 'Sangla', 'Your', 'ORIGINAL', 'ORCR', 'Into', 'CASH', 'WOut', 'Taking', 'UNIT', 'Starting', '088', 'Monthly', 'Look', 'For', 'CHERRY', '09338184029']"
our company needs you homebased business earn big while at home interested click link below mme110002170861550,False,work,"['OUR', 'COMPANY', 'NEEDS', 'YOU', 'HOMEBASED', 'BUSINESS', 'EARN', 'BIG', 'WHILE', 'AT', 'HOME', 'INTERESTED', 'CLICK', 'LINK', 'BELOW', 'mme110002170861550']"
kumita ng malaki habang nasa bahay lang be an onliners like us interested click link below mme103766741492520,False,work,"['KUMITA', 'NG', 'MALAKI', 'HABANG', 'NASA', 'BAHAY', 'LANG', 'BE', 'AN', 'ONLINERS', 'LIKE', 'US', 'INTERESTED', 'CLICK', 'LINK', 'BELOW', 'mme103766741492520']"
gma7 notice maam sir congrats php350000 sponsored mr willie revillame pls txt name age address work call me now att rey  lopez dti6589thank you,False,others,"['GMA7', 'NOTICE', 'MAAM', 'SIR', 'CONGRATS', 'PHP350000', 'SPONSORED', 'MR', 'WILLIE', 'REVILLAME', 'PLS', 'TXT', 'NAME', 'AGE', 'ADDRESS', 'WORK', 'CALL', 'ME', 'NOW', 'ATT', 'REY', 'LOPEZ', 'DTI6589THANK', 'YOU']"
sign win lucky jackpots fast safe cash inout most trusted gme site phil register now join httpslihi3comxpbel cirx,False,others,"['Sign', 'win', 'lucky', 'jackpots', 'Fast', 'safe', 'cash', 'inout', 'Most', 'trusted', 'gme', 'site', 'phil', 'Register', 'now', 'join', 'httpslihi3comXPbEl', 'ciRX']"
congratsyou had wonphp350000002nd price fromgma7shopeedti permit1205series of 2021 to claim text ur name add age workcall us attykyle  torres,False,others,"['CONGRATSYOU', 'HAD', 'WONPHP350000002ND', 'PRICE', 'FROMGMA7SHOPEEDTI', 'PERMIT1205SERIES', 'OF', '2021', 'TO', 'CLAIM', 'TEXT', 'UR', 'NAME', 'ADD', 'AGE', 'WORKCALL', 'US', 'ATTYKYLE', 'TORRES']"
pakiusap pakikuntak si mr kristoffer email kzum90yahoocom meron siyang mahalagang sasabihin sayo maraming salamat,False,online activity,"['Pakiusap', 'pakikuntak', 'si', 'Mr', 'Kristoffer', 'email', 'kzum90yahoocom', 'Meron', 'siyang', 'mahalagang', 'sasabihin', 'sayo', 'Maraming', 'salamat']"
no1 onlne casn0 pinaka trusted patform pinas meron daily b0nus biis mg cash inout 247 httppqplay1com,False,casino/gambling,"['No1', 'ONLNE', 'CASN0', 'pinaka', 'trusted', 'patform', 'Pinas', 'meron', 'daily', 'b0nus', 'biis', 'mg', 'cash', 'inout', '247', 'httppqplay1com']"
your 600 retàiler points will expire soon convert bonus 600 prepaidloàd just dial 1001095318356566001 then press call until november 10 2021,False,bank/money,"['Your', '600', 'Retàiler', 'Points', 'will', 'Expire', 'Soon', 'Convert', 'Bonus', '600', 'PrepaidLoàd', 'Just', 'Dial', '1001095318356566001', 'Then', 'Press', 'CALL', 'Until', 'NOVEMBER', '10', '2021']"
no1 onlne casn0 pinaka trusted patform pinas meron daily b0nus biis mg cash inout 247 httppqplay1com,False,casino/gambling,"['No1', 'ONLNE', 'CASN0', 'pinaka', 'trusted', 'patform', 'Pinas', 'meron', 'daily', 'b0nus', 'biis', 'mg', 'cash', 'inout', '247', 'httppqplay1com']"
hi inspiro earn 100k 20k joining bonus inbound sales specialist click apply httpstalkpush3pkja,False,work,"['Hi', 'Inspiro', 'Earn', '100K', '20K', 'Joining', 'Bonus', 'INBOUND', 'Sales', 'Specialist', 'Click', 'apply', 'httpstalkpush3PKja']"
discuss job email infopacif4gmailcom,False,work,"['discuss', 'job', 'email', 'infopacif4gmailcom']"
dear our valuable customer welcome back claim your rebate our jili fc jackpot is awaiting you you access httpswinnkintho4o,False,casino/gambling,"['Dear', 'Our', 'Valuable', 'Customer', 'Welcome', 'Back', 'Claim', 'Your', 'Rebate', 'Our', 'JILI', 'FC', 'Jackpot', 'Is', 'Awaiting', 'You', 'You', 'access', 'httpswinnkintHO4o']"
ecq year2021 maamsir congrats you lucky winner ofphp 350000from sen manny pacquiaoto claim please send yournameageaddworkim secjade layala dtifteb24000s2021 thank you,False,others,"['ECQ', 'YEAR2021', 'MaamSir', 'Congrats', 'You', 'lucky', 'winner', 'ofPhp', '350000from', 'SEN', 'MANNY', 'PACQUIAOTo', 'Claim', 'Please', 'send', 'yourNAMEAGEADDWORKIm', 'SecJade', 'LAyala', 'dtiFTEB24000S2021', 'thank', 'you']"
gcash nameidownload mybitglobal hands on ito pangarap bahay kotse httpwdb4afgocom,False,others,"['GCash', 'Nameidownload', 'mybitglobal', 'hands', 'on', 'ito', 'pangarap', 'bahay', 'kotse', 'httpwdb4afgocom']"
gusto ba yumaman idownload httpgjgtjlcom magbukas account 600p,False,bank/money,"['Gusto', 'ba', 'yumaman', 'Idownload', 'httpgjgtjlcom', 'magbukas', 'account', '600p']"
smscastercom urgent hiring for only dh work abroaddomestic helper ofw kindly contact09975949395 free accomodation food transpo100 legit,False,work,"['SMSCastercom', 'URGENT', 'HIRING', 'FOR', 'ONLY', 'DH', 'WORK', 'ABROADDomestic', 'Helper', 'OFW', 'kindly', 'contact09975949395', 'free', 'accomodation', 'food', 'transpo100', 'legit']"
smscastercom urgent hiring for only dh work abroaddomestic helper ofw kindly contact09975949395 free accomodation food transpo100 legit,False,work,"['SMSCastercom', 'URGENT', 'HIRING', 'FOR', 'ONLY', 'DH', 'WORK', 'ABROADDomestic', 'Helper', 'OFW', 'kindly', 'contact09975949395', 'free', 'accomodation', 'food', 'transpo100', 'legit']"
gcash namehi friend pindutin http5irpkseocom makakha perang panglaro mabilis kumita,False,others,"['GCash', 'NameHi', 'Friend', 'pindutin', 'http5irpkseocom', 'makakha', 'perang', 'panglaro', 'mabilis', 'kumita']"
